System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,Equinox,Coordinate_waveband1,Coordinate_Source1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Equinox,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),Paper(s),BibCode(s),DOI(s),Notes
(%)Dual AGN,SDSS J0824+2357AB,SDSS J082440.61+235709.9,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.53630,spec,08:24:40.613,+23:57:09.93,J2000,Optical,SDSS,-23.19,V,mag,SDSS J082439.83+235720.4,0.53507,spec,08:24:39.833,+23:57:20.35,J2000,Optical,SDSS,-23.19,V,mag,15,94,Farina+2011,2011MNRAS.415.3163F,https://doi.org/10.1111/j.1365-2966.2011.18931.x,Coordinates not provided by Farina+. This pair is drawn from the SDSS catalogs by Schneider+. Cooordinates drawn from NED instead; caution: AB may not correspond to 1 and 2 as a result.
(%)Dual AGN,SDSS J0845+0711AB,SDSS J084541.19+071050.4,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.53741,spec,08:45:41.189,+07:10:50.35,J2000,Optical,SDSS,-23.48,V,mag,SDSS J084541.52+071152.3,0.53754,spec,08:45:41.5248083208,+07:11:52.297986732,J2000,Optical,GAIA,-23.20,V,mag,62,393,Farina+2011,2011MNRAS.415.3163F,https://doi.org/10.1111/j.1365-2966.2011.18931.x,Coordinates not provided by Farina+. This pair is drawn from the SDSS catalogs by Schneider+. Cooordinates drawn from NED instead; caution: AB may not correspond to 1 and 2 as a result.
(%)Dual AGN,SDSS J0856+5111AB,SDSS J085625.63+511137.0,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.54293,spec,08:56:25.633,+51:11:37.07,J2000,Optical,SDSS,-22.81,V,mag,SDSS J085626.72+511117.8,0.54320,spec,08:56:26.716,+51:11:17.81,J2000,Optical,SDSS,-23.59,V,mag,22,139,Farina+2011,2011MNRAS.415.3163F,https://doi.org/10.1111/j.1365-2966.2011.18931.x,Coordinates not provided by Farina+. This pair is drawn from the SDSS catalogs by Schneider+. Cooordinates drawn from NED instead; caution: AB may not correspond to 1 and 2 as a result.
(%)Dual AGN,SDSS J1249+4719AB,SDSS J124903.34+471906.0,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.43751,spec,12:49:03.343,+47:19:06.04,J2000,Optical,SDSS,-23.09,V,mag,SDSS J124856.56+471827.8,0.43823,spec,12:48:56.562,+47:18:27.77,J2000,Optical,SDSS,-22.63,V,mag,79,446,Farina+2011,2011MNRAS.415.3163F,https://doi.org/10.1111/j.1365-2966.2011.18931.x,Coordinates not provided by Farina+. This pair is drawn from the SDSS catalogs by Schneider+. Cooordinates drawn from NED instead; caution: AB may not correspond to 1 and 2 as a result.

Dual AGN Candidate (Actually a Single AGN),NGC 3393,NGC 3393 NE,Serendipitous / X-ray Imaging,NA,,spec,10:48:23.47,-25:09:43.1,J2000,X-ray,Chandra,,,,NGC 3393 SW,,,10:48:23.45,-25:09:43.6,J2000,X-ray,Chandra,,,,0.6,150e-3,Fabbiano+2011 ; Imanishi+2014 ; Koss+2015,2011Natur.477..431F ; 2014ApJ...780..106I ; 2015ApJ...807..149K,https://doi.org/10.1038/nature10364 ; https://doi.org/10.1088/0004-637X/780/1/106 ; https://doi.org/10.1088/0004-637X/807/2/149,Unlikely a dual AGN based on analysis by Koss+. Fabbiano originally reported dual AGN based on subbinned Chandra imaging and spectra of the two observed sources. Fabbiano also reported that the HST optical image and water maser were offset from one another. Imanishi+ note that no secondary nucleus is observed in their near-IR imaging despite the fact that their AO imaging should have detected the secondary nucleus. Koss+ use a 340 ks exposure to show that there is likely only a single AGN (falls between the position of the two reported previously) and uses simulations to show the previous detection of two sources was likely statistical noise. They also show the Xray UV optical and NIR emission are consistent with a single source rather than being offset. 

Dual AGN,SDSS J150243.1+111557,SDSS J1502+1115p,Double-peaked Optical Selection,EVLA Radio Imaging,0.39,spec,15:02:43.088,+11:15:57.42,J2000,8.5 GHz,EVLA,0.61,8.5 GHz,Fnu mJy,SDSS J1502+1115s,0.39,spec,15:02:43.179,+11:15:57.07,J2000,8.5 GHz,EVLA,1.28,8.5 GHz,Fnu mJy,1.4,7.4,Fu+2011,2011ApJ...740L..44F,https://doi.org/10.1088/2041-8205/740/2/L44,

(%)Dual AGN Candidate,J1629+4037,J1629+4037NW,Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios / X-ray Imaging,0.029,spec,16:29:57.5,+40:37:50.8,J2000,Optical,SDSS,,,,J1629+4037SE,0.029,spec,16:29:58.1,+40:37:42.9,J2000,Optical,SDSS,,,,0.165/60,5.7,Teng+2012,2012ApJ...753..165T,https://doi.org/10.1088/0004-637X/753/2/165,Redshifts are the the same
(%)Dual AGN Candidate,J1107+6506,J1107+6506N,Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios / X-ray Imaging,0.033,spec,11:07:13.3,+65:06:06.5,J2000,Optical,SDSS,,,,J1107+6506S,0.033,spec,11:07:13.5,+65:05:53.2,J2000,Optical,SDSS,,,,0.225/60,8.8,Teng+2012,2012ApJ...753..165T,https://doi.org/10.1088/0004-637X/753/2/165,Redshifts are the the same
(%)Dual AGN Candidate,J1352+1429,J1352+1429E,Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios / X-ray Imaging,0.041,spec,13:52:26.7,+14:29:27.2,J2000,Optical,SDSS,,,,J1352+1429W,0.041,spec,13:52:25.7,+14:29:19.3,J2000,Optical,SDSS,,,,0.281/60,13.5,Teng+2012,2012ApJ...753..165T,https://doi.org/10.1088/0004-637X/753/2/165,Redshifts are the the same

(%)Dual AGN,IRAS 05589+2828,IRAS 05589+2828,BAT Selection,Fiber Spectroscopy / Optical Emission Line Ratios / X-ray Imaging / X-ray Spectroscopy,0.032636,spec,06:02:10.4708953560,+28:28:19.407708696,J2000,Optical,GAIA,,,,2MASX J06021107+2828382,,,06:02:11.0529910320,+28:28:38.214160428,J2000,Optical,GAIA,,,,,,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22,
(%)Dual AGN,IRAS 03219+4031,IRAS 03219+4031,BAT Selection,Fiber Spectroscopy / Optical Emission Line Ratios / X-ray Imaging / X-ray Spectroscopy,0.0472,spec,03:25:12.9571890744,+40:41:52.876009500,J2000,Optical,GAIA,,,,2MASX J03251221+4042021,0.04759,spec,03:25:12.2152711512,+40:42:01.990726488,J2000,Optical,GAIA,,,,,,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22,
(%)Dual AGN,UGC 11185,J181611.72+423941.6 (J1816 NE),BAT Selection,Fiber Spectroscopy / Optical Emission Line Ratios / X-ray Imaging / X-ray Spectroscopy / Long-Slit Optical Spectroscopy,0.0411,spec,18:16:11.6269888848,+42:39:37.250088768,J2000,Optical,GAIA,,,,J181609.37+423923.0 (J1816SW),0.0413,spec,18:16:09.3886288488,+42:39:23.010660432,J2000,Optical,GAIA,,,,23,Koss+2012 ; Hainline+2016,2012ApJ...746L..22K ; 2016ApJ...823...42H,https://doi.org/10.1088/2041-8205/746/2/L22 ; https://10.3847/0004-637X/823/1/42,Hainline+ shows this system has complex NLR kinematics and sizes
(%)Dual AGN,UGC 8327,Mrk 248,BAT Selection,Fiber Spectroscopy / Optical Emission Line Ratios / X-ray Imaging / X-ray Spectroscopy,0.03552,spec,13:15:17.2663982328,+44:24:25.601901516,J2000,Optical,GAIA,,,,MCG+08-24-095,0.03545,spec,13:15:13.8700839624,+44:24:26.466405336,J2000,Optical,GAIA,,,,,,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22,
(%)Dual AGN,Mrk 268,Mrk 268,BAT Selection,Fiber Spectroscopy / Optical Emission Line Ratios / X-ray Imaging / X-ray Spectroscopy,0.04039,spec,13:41:11.1362655600,+30:22:41.249229816,J2000,Optical,GAIA,,,,Mrk 268SE,0.04018,spec,13:41:15.3483354336,+30:22:18.589128168,J2000,Optical,GAIA,,,,,,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22,
(%)Dual AGN,NGC 7679,NGC 7679,BAT Selection,Fiber Spectroscopy / Optical Emission Line Ratios / X-ray Imaging / X-ray Spectroscopy,0.017325,,23:28:46.6613717400,+03:30:41.013578196,J2000,Optical,GAIA,,,,NGC 7682,0.017230,,23:29:03.9181335984,+03:31:59.921415444,J2000,Optical,GAIA,,,,,,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22,
(%)Dual AGN,M106,M106,BAT Selection,Fiber Spectroscopy / Optical Emission Line Ratios / X-ray Imaging / X-ray Spectroscopy,0.00160,spec,12:18:57.620,+47:18:13.39,J2000,Near-IR,2MASS,,,,NGC 4220,0.003120,spec,12:16:11.7271475400,+47:53:00.116701188,J2000,Optical,GAIA,,,,,,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22, Did someone look at this previously?
(%)Dual AGN,NGC 3227,NGC 3227,BAT Selection,Fiber Spectroscopy / Optical Emission Line Ratios / X-ray Imaging / X-ray Spectroscopy,0.003763,,10:23:30.5765149296,+19:51:54.282206700,J2000,Optical,GAIA,,,,NGC 3226,0.00423,,10:23:27.0064075320,+19:53:54.674937420,J2000,Optical,GAIA,,,,,,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22,
(%)Dual AGN,NGC 2992,NGC 2992,BAT Selection,Fiber Spectroscopy / Optical Emission Line Ratios / X-ray Imaging / X-ray Spectroscopy,0.007296,,09:45:42.045,-14:19:34.90,J2000,Near-IR,2MASS,,,,NGC 2993,0.008137,,09:45:48.325,-14:22:06.02,J2000,Near-IR,2MASS,,,,,,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22,Did someone mention this before?
(%)Dual AGN,NGC 1052,NGC 1052,BAT Selection,Fiber Spectroscopy / Optical Emission Line Ratios / X-ray Imaging / X-ray Spectroscopy,0.00498,spec,02:41:04.79849989,-08:15:20.7519527,J2000,Radio,ICRF,,,,NGC 1042,0.00460,spec,02:40:23.9724818544,-08:26:00.736256616,J2000,Optical,GAIA,,,,,,Koss+2012,2012ApJ...746L..22K,https://doi.org/10.1088/2041-8205/746/2/L22,
(%)Dual AGN,MCG +04-48-002,MCG +04-48-002,BAT Selection,Fiber Spectroscopy / Optical Emission Line Ratios / X-ray Imaging / X-ray Spectroscopy,0.014810,spec,20:28:35.061,+25:44:00.18,J2000,Near-IR,2MASS,,,,NGC 6921,0.01523,spec,20:28:28.8658027224,+25:43:24.094324884,J2000,Optical,GAIA,,,,,,Winter+2008 ; Koss+2012 ; Koss+2016,2008ApJ...674..686W ; 2012ApJ...746L..22K ; 2016ApJ...824L...4K,https://doi.org/10.1086/525274 ; https://doi.org/10.1088/2041-8205/746/2/L22 ; https://doi.org/10.3847/2041-8205/824/1/L4,Koss+2016 resolves both AGNs in NuSTAR imaging


Dual AGN,4C60.07,4C60.07 Radio Core,Serendipitous / HzRG Selected,Submillimeter Imaging / MIR Imaging / AKARI Spectroscopy,3.78,spec,05:12:55.147,+60:30:51.01,J2000,4.7 GHz,VLA,,,,4C60.07 B,3.78,spec,05:12:54.71,+60:30:48.8,J2000,890 micron,Submillimetre Array (SMA),7.83,890 micron,mJy (total),,,Ivison+2008 ; Sedgwick+2013,2008MNRAS.390.1117I ; 2013MNRAS.436..395S,https://doi.org/10.1111/j.1365-2966.2008.13811.x ; https://doi.org/10.1093/mnras/stt1572,Redshift listed at beginning of Ivison+2008 and comes from other papers.

Dual AGN Candidate,SDSS J142507.32+323137.4,J1425+3231 NW,Double-Peaked Optical Emission Lines / EVN Radio Imaging,,0.478,spec,14:25:07.32669,32:31:37.5133,J2000,5 GHz,EVN,456 muJy,1.7 GHz,EVN,J1425+3231 SE,0.478,spec,14:25:07.34535,32:31:37.1384,J2000,1.7 GHz,EVN,228 muJy,1.7 GHz,EVN,443e-03,,Peng+2011 ; Frey+2012,2011RAA....11..411P ; 2012MNRAS.425.1185F,https://doi.org/10.1088/1674-4527/11/4/004 ; https://doi.org/10.1111/j.1365-2966.2012.21491.x,No separations provided. Target does not appear to overlap with any double-peaked sample from 2009 and 2010. Frey+ report on EVN 1.7 GHz and 5 GHz imaging. Preliinary 1.7 GHz imaging revealed a dual radio structure separated by 440 mas. At 1.7 GHz both sources are detected but at 5 GHz only the brighter NW component is detected. Coordinates and separations are based on radio imaging by Frey+. The radio spectra are quite different as reported by Frey+; NW is flat and the upper limit on SW slope is steep(?). Both sources are consistent with arising from AGNs. Overall the radio imaging is consistent with the presence of two AGNs but an alternative scenario where the secondary source is actually a hotspot associated with a shock in a jet cannot be ruled out. 
 
Binary AGN Candidate,NGC 4151,NGC 4151,Periodicity,,0.003262,Simbad,12:10:32.5759813872,+39:24:21.063527532,J2000,Optical,Simbad,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.0e-3,,Bon+2012 ; Oknyanskij+2016 ; Ilić+2017,2012ApJ...759..118B ; 2016OAP....29...95O ; 2017FrASS...4...12I,https://doi.org/10.1088/0004-637X/759/2/118 ; https://doi.org/10.18524/1810-4215.2016.29.85058 ; https://doi.org/10.3389/fspas.2017.00012,Bon+ finds ~15.9 periodic variability in the line flux and line shapes and states that the derived radial velocity curves are consistent with orbital motion of a binary. Oknyanskij+ also claim to identify a period of ~16 years in the 110 year light curve.  Ilic+2017 really only brings this up in the context of the Bon+ result and how a binary could affect the mass measurements from reverberation mapping.

Dual AGN Candidate,NGC 5515 (J141238.14+391836.5),NGC 5515 (J141238.14+391836.5),Double-Peaked Optical Spectroscopic Emission Lines / Fiber Spectroscopy,Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios / Radio Imaging,0.02583,spec,14:12:38.14,+39:18:36.5,J2000,Optical,SDSS,13.78,g-band Petrosian mag,SDSS DR7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Benitez+2013a ; Gabanyi+2014,2013ApJ...763...36B ; 2014MNRAS.443.1509G,https://doi.org/10.1088/0004-637X/763/1/36 ; https://doi.org/10.1093/mnras/stu1234, Benitez+ classify NGC 5515 as a dual candidate based upon Double-Peaked optical spectroscopic emission lines where the narrow line fluxes of each show Seyfert-like line ratios. Gabanyi+ show there is only a single radio source ruling out a double radio source but leaving open the possibility for a radio loud + radio quiet dual AGN system. Spec-z comes from Simbad. Benitez+ classifies this as a dual but morphology of the system implies it is either a sub=kpc dual or maybe a binary.
Dual AGN Candidate,Mrk 1469 (J121607.08+504930.0),Mrk 1469 (J121607.08+504930.0),Double-Peaked Optical Spectroscopic Emission Lines / Fiber Spectroscopy,Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,0.03104,spec,12:16:07.08,+50:49:30.0,J2000,Optical,SDSS,15.27,g-band Petrosian mag,SDSS DR7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,Benitez+2013a,2013ApJ...763...36B,https://doi.org/10.1088/0004-637X/763/1/36, Benitez+ classifies Mrk 1469 as a dual AGN based upon Double-Peaked optical spectroscopic emission lines where the narrow line fluxes of each show Seyfert-like line ratios. Spec-z comes from Simbad. Benitez+ classifies this as a dual but morphology of the system implies it is either a sub=kpc dual or maybe a binary.

(%)Dual AGN,SDSS J132323.33-015941.9,J132323.33-015941.9,Optical Imaging / UV Imaging,Fiber Spectroscopy / Optical Imaging / UV Imaging / IFU Optical Spectroscopy / IFU Optical Imaging / Optical Spectroscopic Emission Line Ratios,0.35,spec,13:23:23.33,-01:59:41.9,J2000,Optical,SDSS,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.17,0.8,Woo+2014,2014MNRAS.437...32W,https://doi.org/10.1093/mnras/stt1846,Coordinates not provided by Woo+ beyond the SDSS designation;Names not provided by Woo+; no original selection method listed. Distinct redshifts not listed.

(%)Dual AGN,J0038+4128,J0038+4128N,Serendipitous / Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios / UV Spectroscopy / UV Imaging / Optical Imaging,Long-Slit Optical Spectroscopy / Optical Spectroscopic Emission Line Ratios / UV Spectroscopy,0.07328,spec,00:38:33.05,+41:28:53.48,J2000,Optical (Fiber Position),LAMOST / HST,,,,J0038+4128S,0.07177,spec,00:38:33.12,+41:28:50.30,J2000,Optical (Fiber Position),LAMOST / HST,,,,3.44,4.7,Huang+2014 ; Zhang+2016,2014MNRAS.439.2927H ; 2016RAA....16...41Z,https://doi.org/10.1093/mnras/stu334 ; https://doi.org/10.1088/1674-4527/16/3/041, Zhang+ use new long slit spectroscopy (from the same observatory for both nuclei) to show the velocity difference is lower than what was found by Huang+; in this case Zhang+ found the difference to be roughly 150 km/s

(%)Dual AGN,J001103.18+005927.2,J001103.18+005927.2,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.4865,spec,00:11:03.18,+00:59:27.2,J2000,Optical,SDSS,19.75,i,mag,J001103.48+010032.6,0.4864,spec,00:11:03.48,+01:00:32.6,J2000,Optical,SDSS,20.62,i,mag,652,390,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J022610.98+003504.0,J022610.98+003504.0,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.4240,spec,02:26:10.98,+00:35:04.0,J2000,Optical,SDSS,19.54,i,mag,J022612.41+003402.2,0.4239,spec,02:26:12.41,+00:34:02.2,J2000,Optical,SDSS,19.09,i,mag,66.0,360,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J074759.02+431805.3,J074759.02+431805.3,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.5011,spec,07:47:59.02,+43:18:05.3,J2000,Optical,SDSS,18.84,i,mag,J074759.65+431811.4,0.5017,spec,07:47:59.65,+43:18:11.4,J2000,Optical,SDSS,19.09,i,mag,8.9,60,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J081801.47+205009.9,J081801.47+205009.9,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.2357,spec,08:18:01.47,+20:50:09.9,J2000,Optical,SDSS,17.45,i,mag,J081808.77+204910.1,0.2356,spec,08:18:08.77,+20:49:10.1,J2000,Optical,SDSS,18.81,i,mag,118.1,440,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J082439.83+235720.3,J082439.83+235720.3,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.5353,spec,08:24:39.83,+23:57:20.3,J2000,Optical,SDSS,18.71,i,mag,J082440.61+235709.9,0.5368,spec,08:24:40.61,+23:57:09.9,J2000,Optical,SDSS,18.61,i,mag,15.5,90,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J084541.18+071050.3,J084541.18+071050.3,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.5376,spec,08:45:41.18,+07:10:50.3,J2000,Optical,SDSS,18.73,i,mag,J084541.52+071152.3,0.5352,spec,08:45:41.52,+07:11:52.3,J2000,Optical,SDSS,18.60,i,mag,62.3,390,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J085625.63+511137.0,J085625.63+511137.0,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.5420,spec,08:56:25.63,+51:11:37.0,J2000,Optical,SDSS,18.38,i,mag,J085626.71+511117.8,0.5432,spec,08:56:26.71,+51:11:17.8,J2000,Optical,SDSS,19.18,i,mag,22.5,140,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J095137.01-004752.9,J095137.01-004752.9,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.6340,spec,09:51:37.01,-00:47:52.9,J2000,Optical,SDSS,20.23,i,mag,J095139.39-004828.7,0.6369,spec,09:51:39.39,-00:48:28.7,J2000,Optical,SDSS,20.02,i,mag,49.8,350,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J113725.69+141101.3,J113725.69+141101.3,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.7358,spec,11:37:25.69,+14:11:01.3,J2000,Optical,SDSS,20.03,i,mag,J113726.12+141111.4,0.7372,spec,11:37:26.12,+14:11:11.4,J2000,Optical,SDSS,20.53,i,mag,12.4,90,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J114603.49+334614.3,J114603.49+334614.3,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.7642,spec,11:46:03.49,+33:46:14.3,J2000,Optical,SDSS,20.11,i,mag,J114603.76+334551.9,0.7615,spec,11:46:03.76,+33:45:51.9,J2000,Optical,SDSS,19.23,i,mag,23.3,170,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J124856.55+471827.7,J124856.55+471827.7,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.4386,spec,12:48:56.55,+47:18:27.7,J2000,Optical,SDSS,18.62,i,mag,J124903.33+471906.0,0.4386,spec,12:49:03.33,+47:19:06.0,J2000,Optical,SDSS,18.30,i,mag,79.4,450,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J133046.35+373142.8,J133046.35+373142.8,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.8141,spec,13:30:46.35,+37:31:42.8,J2000,Optical,SDSS,19.32,i,mag,J133048.58+373146.6,0.8144,spec,13:30:48.58,+37:31:46.6,J2000,Optical,SDSS,19.82,i,mag,26.4,200,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
(%)Dual AGN,J155330.22+223010.2,J155330.22+223010.2,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,0.6413,spec,15:53:30.22,+22:30:10.2,J2000,Optical,SDSS,18.22,i,mag,J155330.55+223014.3,0.6422,spec,15:53:30.55,+22:30:14.3,J2000,Optical,SDSS,20.65,i,mag,5.9,40,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
